project_norm,path,object,status,count_siesta,count_javamop,diff_abs,reason,occurrence_idx
jodatime,org/joda/time/field/testprecisedurationfield.java:252,comparablecomparetonull,truebug,0,1,1,both_projects_different_multiset,1
jodatime,org/joda/time/field/testscaleddurationfield.java:282,bytearrayoutputstreamflushbeforeretrieve,falsealarm,0,1,1,both_projects_different_multiset,1
jodatime,org/joda/time/testpartial_basics.java:229,comparablecomparetonull,truebug,1,0,1,both_projects_different_multiset,1
jodatime,org/joda/time/format/periodformatterbuilder.java:1937,sortedsetcomparable,falsealarm,1,0,1,both_projects_different_multiset,1
jodatime,org/joda/time/tz/testcacheddatetimezone.java:72,bytearrayoutputstreamflushbeforeretrieve,falsealarm,0,1,1,both_projects_different_multiset,1
jodatime,org/joda/time/testdatetimecomparator.java:275,bytearrayoutputstreamflushbeforeretrieve,falsealarm,0,1,1,both_projects_different_multiset,1
jodatime,org/joda/time/testdurationfieldtype.java:156,bytestaticfactory,falsealarm,1,0,1,both_projects_different_multiset,1
jodatime,org/joda/time/testyearmonthday_basics.java:266,bytearrayoutputstreamflushbeforeretrieve,truebug,1,0,1,both_projects_different_multiset,1
jodatime,org/joda/time/testinstant_basics.java:371,bytearrayoutputstreamflushbeforeretrieve,truebug,0,1,1,both_projects_different_multiset,1
jodatime,org/joda/time/field/testprecisedurationfield.java:265,bytearrayoutputstreamflushbeforeretrieve,falsealarm,0,1,1,both_projects_different_multiset,1
jodatime,org/joda/time/testyears.java:185,bytearrayoutputstreamflushbeforeretrieve,falsealarm,0,1,1,both_projects_different_multiset,1
jodatime,org/joda/time/testdatetime_basics.java:491,bytearrayoutputstreamflushbeforeretrieve,falsealarm,0,1,1,both_projects_different_multiset,1
jodatime,org/joda/time/testlocaldate_basics.java:1110,bytearrayoutputstreamflushbeforeretrieve,falsealarm,0,1,1,both_projects_different_multiset,1
jodatime,org/joda/time/testdatetimezone.java:1047,bytearrayoutputstreamflushbeforeretrieve,falsealarm,0,1,1,both_projects_different_multiset,1
jodatime,org/joda/time/testdatetimefieldtype.java:318,bytearrayoutputstreamflushbeforeretrieve,falsealarm,0,1,1,both_projects_different_multiset,1
jodatime,org/joda/time/testdatetimecomparator.java:293,bytearrayoutputstreamflushbeforeretrieve,falsealarm,0,1,1,both_projects_different_multiset,1
jodatime,org/joda/time/testhours.java:213,bytearrayoutputstreamflushbeforeretrieve,falsealarm,0,1,1,both_projects_different_multiset,1
jodatime,org/joda/time/testseconds.java:200,bytearrayoutputstreamflushbeforeretrieve,falsealarm,0,1,1,both_projects_different_multiset,1
jodatime,org/joda/time/field/testmillisdurationfield.java:193,comparablecomparetonull,truebug,0,1,1,both_projects_different_multiset,1
jodatime,org/joda/time/field/testmillisdurationfield.java:206,bytearrayoutputstreamflushbeforeretrieve,falsealarm,0,1,1,both_projects_different_multiset,1
jodatime,org/joda/time/testmonthday_basics.java:248,comparablecomparetonull,truebug,1,0,1,both_projects_different_multiset,1
jodatime,org/joda/time/tz/testcompiler.java:152,closeablemeaninglessclose,truebug,0,1,1,both_projects_different_multiset,1
jodatime,org/joda/time/format/periodformatterbuilder.java:1936,sortedsetcomparable,falsealarm,1,0,1,both_projects_different_multiset,1
jodatime,org/joda/time/testweeks.java:202,bytearrayoutputstreamflushbeforeretrieve,falsealarm,0,1,1,both_projects_different_multiset,1
jodatime,org/joda/time/format/periodformatterbuilder.java:1936,treesetcomparable,falsealarm,1,0,1,both_projects_different_multiset,1
jodatime,org/joda/time/testminutes.java:203,bytearrayoutputstreamflushbeforeretrieve,falsealarm,0,1,1,both_projects_different_multiset,1
jodatime,org/joda/time/testmutabledatetime_basics.java:395,bytearrayoutputstreamflushbeforeretrieve,falsealarm,0,1,1,both_projects_different_multiset,1
jodatime,org/joda/time/format/periodformatterbuilder.java:1940,treesetcomparable,falsealarm,1,0,1,both_projects_different_multiset,1
jodatime,org/joda/time/field/testscaleddurationfield.java:269,closeablemeaninglessclose,truebug,1,0,1,both_projects_different_multiset,1
jodatime,org/joda/time/testinterval_basics.java:1031,bytearrayoutputstreamflushbeforeretrieve,falsealarm,0,1,1,both_projects_different_multiset,1
jodatime,org/joda/time/testmutableperiod_basics.java:167,bytearrayoutputstreamflushbeforeretrieve,falsealarm,0,1,1,both_projects_different_multiset,1
jodatime,org/joda/time/tz/zoneinfoprovider.java:236,closeablemultipleclose,falsealarm,1,0,1,both_projects_different_multiset,1
jodatime,org/joda/time/testduration_basics.java:241,bytearrayoutputstreamflushbeforeretrieve,falsealarm,0,1,1,both_projects_different_multiset,1
jodatime,org/joda/time/field/testscaleddurationfield.java:269,comparablecomparetonull,truebug,0,1,1,both_projects_different_multiset,1
jodatime,org/joda/time/testyearmonth_basics.java:606,bytearrayoutputstreamflushbeforeretrieve,truebug,1,0,1,both_projects_different_multiset,1
jodatime,org/joda/time/testyearmonthday_basics.java:245,comparablecomparetonull,truebug,1,0,1,both_projects_different_multiset,1
jsondiff,com/google/gson/escaper.java:84,charactervalidatechar,truebug,1,0,1,both_projects_different_multiset,1
jsondiff,jsondiff/jsondiff.java:132,treesetcomparable,falsealarm,0,1,1,both_projects_different_multiset,1
jsondiff,jsondiff/jsondiff.java:458,treesetcomparable,falsealarm,0,1,1,both_projects_different_multiset,1
jsondiff,jsondiff/jsondiff.java:458,sortedsetcomparable,falsealarm,0,1,1,both_projects_different_multiset,1
jsondiff,jsondiff/jsondiff.java:132,sortedsetcomparable,falsealarm,0,1,1,both_projects_different_multiset,1
jsouplearning,org/jsoup/helper/datautil.java:41,closeablemultipleclose,falsealarm,1,0,1,project_only_in_siesta,1
jsouplearning,org/jsoup/helper/descendablelinkedlist.java:10,collectionstandardconstructors,truebug,1,0,1,project_only_in_siesta,1
jsouplearning,org/jsoup/helper/datautil.java:135,bytearrayoutputstreamflushbeforeretrieve,truebug,1,0,1,project_only_in_siesta,1
jsouplearning,org/jsoup/helper/descendablelinkedlist.java:79,iteratorremoveonce,falsealarm,1,0,1,project_only_in_siesta,1
jsouplearning,org/jsoup/nodes/document.java:345,enumuserfriendlyname,truebug,1,0,1,project_only_in_siesta,1
jsouplearning,org/jsoup/nodes/attributes.java:191,collectionstandardconstructors,truebug,1,0,1,project_only_in_siesta,1
jsouplearning,org/jsoup/helper/stringutil.java:114,charactervalidatechar,truebug,1,0,1,project_only_in_siesta,1
jsouplearning,org/jsoup/parser/parseerrorlist.java:11,collectionstandardconstructors,truebug,1,0,1,project_only_in_siesta,1
jsouplearning,org/jsoup/nodes/entities.java:104,charactervalidatechar,truebug,1,0,1,project_only_in_siesta,1
jsouplearning,org/jsoup/parser/htmltreebuilder.java:300,iteratorremoveonce,falsealarm,1,0,1,project_only_in_siesta,1
pignlproc,org/apache/pig/pig/0.8.1/pig-0.8.1-sources.jar:pigsplit:256,bytearrayoutputstreamflushbeforeretrieve,truebug,0,1,1,both_projects_different_multiset,1
pignlproc,org/apache/hadoop/fs/fsoutputsummer.java:132,outputstreammanipulateafterclose,falsealarm,0,1,1,both_projects_different_multiset,1
pignlproc,org/apache/pig/tools/pigstats/scriptstate.java:527,enumuserfriendlyname,truebug,2,0,2,both_projects_different_multiset,1
pignlproc,org/apache/pig/tools/pigstats/scriptstate.java:527,enumuserfriendlyname,truebug,2,0,2,both_projects_different_multiset,2
pignlproc,pignlproc/evaluation/sentenceswithlink.java:63,doublestaticfactory,falsealarm,1,0,1,both_projects_different_multiset,1
pignlproc,org/apache/pig/tools/pigstats/jobstats.java:558,enumuserfriendlyname,truebug,1,0,1,both_projects_different_multiset,1
pignlproc,org/apache/log4j/provisionnode.java,collectionstandardconstructors,truebug,2,0,2,both_projects_different_multiset,1
pignlproc,org/apache/log4j/provisionnode.java,collectionstandardconstructors,truebug,2,0,2,both_projects_different_multiset,2
pignlproc,info/bliki/wiki/model/configuration.java:68,treesetcomparable,falsealarm,1,0,1,both_projects_different_multiset,1
pignlproc,info/bliki/wiki/filter/wplist.java:32,collectionstandardconstructors,truebug,2,0,2,both_projects_different_multiset,1
pignlproc,info/bliki/wiki/filter/wplist.java:32,collectionstandardconstructors,truebug,2,0,2,both_projects_different_multiset,2
pignlproc,org/apache/pig/tools/pigstats/jobstats.java:555,enumuserfriendlyname,truebug,2,0,2,both_projects_different_multiset,1
pignlproc,org/apache/pig/tools/pigstats/jobstats.java:555,enumuserfriendlyname,truebug,2,0,2,both_projects_different_multiset,2
pignlproc,org/apache/pig/tools/pigstats/scriptstate.java:510,enumuserfriendlyname,truebug,2,0,2,both_projects_different_multiset,1
pignlproc,org/apache/pig/tools/pigstats/scriptstate.java:510,enumuserfriendlyname,truebug,2,0,2,both_projects_different_multiset,2
pignlproc,org/apache/hadoop/fs/fsoutputsummer.java:225,outputstreammanipulateafterclose,falsealarm,0,1,1,both_projects_different_multiset,1
pignlproc,info/bliki/wiki/tags/util/tagstack.java:15,collectionstandardconstructors,truebug,1,0,1,both_projects_different_multiset,1
pignlproc,info/bliki/wiki/tags/util/tagstack.java:15,collectionstandardconstructors,falsealarm,1,0,1,both_projects_different_multiset,1
pignlproc,org/apache/pig/tools/pigstats/jobstats.java:559,enumuserfriendlyname,truebug,1,0,1,both_projects_different_multiset,1
pignlproc,info/bliki/wiki/model/configuration.java:68,sortedsetcomparable,falsealarm,1,0,1,both_projects_different_multiset,1
recrackkornakapi,com/thoughtworks/xstream/core/defaultconverterlookup.java,collectionssynchronizedmap,truebug,0,1,1,both_projects_different_multiset,1
recrackkornakapi,com/thoughtworks/xstream/core/util/prioritizedlist.java,sortedsetcomparable,falsealarm,1,0,1,both_projects_different_multiset,1
recrackkornakapi,com/thoughtworks/xstream/core/util/prioritizedlist.java,treesetcomparable,falsealarm,1,0,1,both_projects_different_multiset,1
sitespeediocrawler,org/jsoup/helper/descendablelinkedlist.java,collectionstandardconstructors,falsealarm,1,0,1,project_only_in_siesta,1
sitespeediocrawler,org/jsoup/parser/htmltreebuilder.java:272,iteratorremoveonce,falsealarm,1,0,1,project_only_in_siesta,1
sitespeediocrawler,org/jsoup/parser/htmltreebuilder.java:617,iteratorremoveonce,truebug,1,0,1,project_only_in_siesta,1
sitespeediocrawler,org/jsoup/parser/parseerrorlist.java,collectionstandardconstructors,falsealarm,1,0,1,project_only_in_siesta,1
sitespeediocrawler,org/apache/http/util/versioninfo.java:250,closeablemultipleclose,falsealarm,1,0,1,project_only_in_siesta,1
sitespeediocrawler,org/jsoup/parser/htmltreebuilder.java,bytearrayoutputstreamflushbeforeretrieve,falsealarm,2,0,2,project_only_in_siesta,1
sitespeediocrawler,org/jsoup/parser/htmltreebuilder.java,bytearrayoutputstreamflushbeforeretrieve,falsealarm,2,0,2,project_only_in_siesta,2
sitespeediocrawler,org/jsoup/helper/descendablelinkedlist.java:79,iteratorremoveonce,falsealarm,1,0,1,project_only_in_siesta,1
sitespeediocrawler,com/soulgalore/crawler/core/htmlpageresponsefetcher.java,booleanstaticfactory,falsealarm,4,0,4,project_only_in_siesta,1
sitespeediocrawler,com/soulgalore/crawler/core/htmlpageresponsefetcher.java,booleanstaticfactory,falsealarm,4,0,4,project_only_in_siesta,2
sitespeediocrawler,com/soulgalore/crawler/core/htmlpageresponsefetcher.java,booleanstaticfactory,falsealarm,4,0,4,project_only_in_siesta,3
